Alzheimer,Cancer,Chronic liver-cirrhosis,CLRD,Diabetes,Heart,Hypertension,Homicide,Influenza-pneumonia,Kidney,Parkinson,Pneumonitis,Septicemia,Stroke,Suicide,Unintentional,CO 2nd Max 1-hr,CO 2nd Max 8-hr,NO2 98th Percentile 1-hr,NO2 Mean 1-hr,Ozone 2nd Max 1-hr,Ozone 4th Max 8-hr,PM10 2nd Max 24-hr,PM10_Mean_24-hr,PM2.5 98th Percentile 24-hr,PM2.5 Weighted Mean 24-hr,SO2 2nd Max 24-hr,SO2 99th Percentile 1-hr,SO2 Mean 1-hr,Precipitation
0.503355705,0.368491322,-0.013513514,-0.688581315,0.067137809,-0.095077546,-0.944827586,-0.064295486,-0.378881988,0.610778443,0.551724138,-0.429530201,-0.10880829,-0.1197411,0.179012346,-0.09492635,-0.139130435,0.0984375,1,0.451127819,-0.107692305,-0.065027362,0.081632653,-0.354166666,0.031914894,-0.003048781,0.212765957,0.037325039,0,-0.1
1,-0.023952096,0.626373626,0.409836066,0.274725275,-0.003831418,-0.878787879,0,0.361111111,-0.714285714,0.857142857,-1,-0.2,1,0.352941176,1,0.258064516,0.090909091,0.096774193,-0.205882353,-0.07272724,-0.561039118,-0.381258727,-0.166344917,-0.772727273,-0.952808989,-0.033333333,-0.041284404,-0.277777778,0.02
0.155140187,-0.636029412,0.106666667,-0.621676892,-0.086705202,-0.330114449,-0.567164179,-0.012705135,-0.302066773,-0.32231405,0.267241379,0.469512195,0.882926829,0.101694915,0.094890511,0.024390244,-0.04029304,-0.05096525,-0.1125,-0.281944445,-0.101225174,-0.196581259,0,0,-0.170773352,0.059092437,0.12132353,0.069339623,0.053274908,0.03
0.671454219,1,0.306122449,0.06870229,1,-0.223055295,0.189189189,-0.116504854,-0.1875,0.058823529,0.013986014,0.317460317,-0.518134715,0.57183908,0.701030928,0.536866359,-0.195121951,-0.220588236,1,0.625,0.131634823,0.15839626,-0.373468281,-0.784355179,-0.094569481,0.032434402,-0.072838942,-0.141813616,-0.11967779,0.24
0.012048193,0.146341463,-1,-0.155555556,-0.84,-0.00617284,-0.357142857,0.142857143,0.975609756,-0.30952381,0.222222222,-0.1,0.285714286,0.177570093,0.391304348,0.365079365,-0.176470588,0,0.314285714,0.5,0.691357956,-0.196248208,0.502762431,-0.066666667,-0.178970919,-0.428985507,-0.582010582,-0.824711351,-0.182421227,0.18
0.464169381,1,0.769230769,-0.35380117,0.393939394,0.065205772,0.372881356,-0.769230769,0.147121535,0.086294416,0.048780488,-0.12371134,-0.051282051,0.223946785,-0.133079848,0.612410072,-0.117318436,-0.144927536,0.586666667,0.962962964,-0.012383916,0.036373952,-0.004842615,-0.334346504,0.25,-0.026771654,-0.189823009,-0.055002714,0.040314136,0.12
0.302583026,-0.303468208,0.08045977,0.240208877,-0.044198895,0.202479339,0.520408163,-0.108108108,-0.124137931,-0.018018018,-0.235955056,-0.04,-0.0625,-0.109271523,0.946666667,-0.266331658,-0.027624309,-0.025889967,1,-0.14,-0.155241936,-0.305270521,1,0.928994082,0.004636836,-0.483110207,-0.114285714,0.110569106,0.171428571,0.29
0.410788382,0.27826087,0.764705882,-0.451219512,-0.155688623,0.002915452,-0.358024691,0.230769231,-0.403508772,0.607142857,-0.1875,0.024390244,-0.56,0.147909968,1,0.244897959,-0.083665339,-0.318181818,0.205882353,0,0.518518461,0.319796933,-0.407843137,-0.732283464,-0.910714286,-1,-0.166666667,-0.117647059,0,-0.47
0.408745247,0.405405405,0.262773723,-0.426086957,-0.142857143,-0.112058465,-0.583815029,-0.212121212,-0.654580153,0.139013453,0.547486034,0.068421053,0.102880658,-0.056112224,0.169590643,0.410818713,0.556125065,-0.062253937,0.64331723,0.317639673,-0.060933658,-0.19133319,-0.1006404,-0.029027799,-0.443897436,-0.091544816,0.078538813,0.216685124,-0.086568014,-0.02
1,-0.471910112,-0.228571429,0.453125,-0.078947368,-0.080139373,0.391304348,-0.266666667,-0.271428571,-0.358974359,-0.242424242,0.772727273,0.160714286,-0.214285714,-0.678571429,0.474137931,0.137254902,0.266666667,0.6,1,-1,-0.607142828,0.608695652,-0.176470588,-0.351351351,-0.647887325,0,-0.214285714,0,-0.15
0.611650485,0.557228916,0.074074074,-0.141868512,-0.008474576,0.748815166,0.888888889,0.529411765,0.02173913,-0.198757764,0.076923077,0.284090909,0.732142857,-0.555555556,1,0.495016611,-0.090909091,0,0.548387096,0.595238095,0.139705881,0.202743893,0.142857143,0.135135135,-0.15257353,0.198863637,0.140350877,0.52259887,-0.324074073,0.35
0.231884058,0.796052632,0.347826087,0.308641975,-0.224137931,0.456790123,0.523809524,0.428571429,-0.044117647,0.216216216,-0.576923077,1,0.216216216,0.3,-0.1875,0.430232558,0.6,0.333333333,-0.28125,-0.041666667,-0.333333333,-0.40816333,-0.150097466,-0.106753813,-0.178571429,-0.50207346,-0.055555556,-0.051724138,0,0.18
0.302222222,0.537897311,0.543478261,0.171957672,-0.64516129,0.476730988,-0.349315068,0.139534884,0.156378601,-0.184971098,0.626666667,0.012345679,-0.008403361,0.670634921,-0.255813953,0.474025974,-0.398523985,-0.184357542,-0.176100629,0.506024097,0.02556391,0.163731427,-0.072935504,0.093167702,0.013020833,0.013170273,0.423701299,0.836829837,1,0.37
0.694040357,0.386323268,1,-0.172099087,0.185643564,0.701484332,0.300847458,0.234899329,0.253932584,0.55859375,0.351485149,0.797202797,0.809187279,1,0.758754864,0.605166052,-0.224806202,-0.134680135,0.065994501,0.30775862,-0.337049352,-0.820764201,-0.317254174,-0.325156325,-0.826863538,-0.048648649,0.007389163,-0.061643836,-0.128571429,0.08
0.534161491,0.282352941,0.9375,0.433333333,-0.088888889,0.465517241,-0.566666667,0.32,-0.618421053,1,0.452380952,-0.869565217,0,0.166666667,-0.281690141,0.666666667,0.075,-0.215517241,-0.827272727,-0.495867769,-0.440816359,-0.784708247,-0.264873676,-0.355235043,-0.424696645,-0.756269723,-0.266666667,-0.349206349,-0.333333333,0
-0.0625,0.442028986,-0.193548387,-0.235294118,0.454545455,0.947916667,-0.470588235,0.352941176,-0.1,0.212121212,-0.633333333,-0.307692308,-0.888888889,0.1,0.363636364,-0.9375,-0.555555556,-0.7,0.588235294,0,0,-0.173913043,0.548387097,0.25,0.355555556,0.328502415,-0.136363636,0.073170732,0,0.02
0.281183932,0.680894309,-0.056603774,-0.278625954,0.157894737,0.447033898,0.453488372,0.053571429,0.247787611,0.034090909,1,0.214876033,-0.87012987,-0.276190476,0.56043956,0.689045936,-0.55,-0.427631579,0.201117319,0,0.138814309,-0.069300645,-0.250034083,-0.190123456,-0.186242961,0.072158262,0.100348432,-0.08988764,0,0.29
0.161057692,0.539961014,-0.528455285,-0.049562682,0.363636364,0.343807763,0.192982456,0.14893617,-0.112068966,0.196078431,-0.308510638,0.12037037,1,-0.008522727,0.929292929,0.846534653,0.189189189,-0.030769231,0.1,0.833333333,0.307692308,0.34047621,-0.802919708,-0.181818182,-0.547790539,-0.673463887,-0.044444444,-0.049382716,-0.117647059,-0.49
0.234375,0.895027624,0.980769231,-0.046332046,-0.23,0.05078125,-0.716981132,1,-0.073394495,0.408450704,0.65625,0.916666667,1,0.76433121,0.87804878,-0.048231511,-0.012121212,-0.107913669,0,0,-0.084210526,0.007608696,-0.173076923,-0.071428573,-0.238636364,-0.079422383,-0.117489987,-0.027538726,-0.403361344,0.18
0.971563981,-0.07748184,-0.125,-0.113207547,0.72826087,-0.230103806,0.387096774,-0.117647059,-0.484251969,-0.070652174,0.575757576,0.472222222,0.742424242,-0.092250923,-0.637795276,0.225490196,-0.018181818,0.1,-0.013888889,0.208333333,0.162500004,0.090434581,-0.088590604,0.024087591,0.36565759,0.181316982,0.130353818,0.097914006,0.444444444,-0.02
0.972972973,-0.285714286,-0.103448276,-0.8,0.75,1,-0.3125,0.304347826,0.027777778,1,0.666666667,0.647058824,-0.714285714,-0.615384615,-0.214285714,0.610169492,-0.166666666,0,0.003921569,-0.048148148,-0.2142857,-0.246200612,0.149656679,-0.193493152,0.022061092,-0.040915959,0.116977226,0.278439153,0.014285714,-0.07
