Alzheimer,Cancer,Chronic liver-cirrhosis,CLRD,Diabetes,Heart,Hypertension,Homicide,Influenza-pneumonia,Kidney,Parkinson,Pneumonitis,Septicemia,Stroke,Suicide,Unintentional,CO 2nd Max 1-hr,CO 2nd Max 8-hr,NO2 98th Percentile 1-hr,NO2 Mean 1-hr,Ozone 2nd Max 1-hr,Ozone 4th Max 8-hr,PM10 2nd Max 24-hr,PM10_Mean_24-hr,PM2.5 98th Percentile 24-hr,PM2.5 Weighted Mean 24-hr,SO2 2nd Max 24-hr,SO2 99th Percentile 1-hr,SO2 Mean 1-hr,Precipitation
-0.275510204,0.669902913,1,-0.119402985,-0.225,0.14,0.340425532,-0.1,-0.248175182,0.039473684,1,-0.142857143,-0.275862069,-0.293103448,1,0.88372093,-0.130841121,0.011627907,0,0,0.0625,1,0.341121495,0.413793103,0.161290322,0.277777778,0.166666667,0.122807018,0,0.47
0.026119403,0.019323671,0.86746988,0.61352657,0.513513514,0.291469194,0.055555556,-0.170731707,-0.017241379,-0.402985075,0.462962963,1,-0.425287356,0.061538462,0.140350877,0.126436782,0.351851852,0.854700854,0.157894737,0.222222222,0.375000009,0.266666667,1,1,0.034334764,0.677248677,0.125,0.05,-0.125,-0.01
-0.065217391,-0.372093023,-0.632653061,0.311688312,-0.113636364,-0.063829787,-0.789473684,-0.214285714,-0.197530864,-0.268292683,0.8,-0.740740741,-0.066666667,-0.362637363,0.064516129,0.202020202,-0.287037037,-0.688888889,0,0,0.150375947,0.213946121,0.259259259,0.285714286,-0.0562249,-0.058922559,-1,-1,-1,0.46
-0.265100671,-0.297730307,-0.851351351,0.394463668,-0.826855124,0.006743088,1,-0.010943912,-0.391304348,-0.353293413,-0.379310345,0.013422819,-0.279792746,0.071197411,-0.037037037,0.499181669,0.48447205,0.512276785,-0.888035828,-0.892230577,-0.179487157,0.003825098,0.619047619,0.4375,-0.595744681,-0.332317073,-0.714285714,-1,-0.555555556,0.83
-0.485436893,0.80239521,-0.285714286,-0.322404372,0.43956044,0.072796935,0.212121212,-0.483870968,-0.685185185,0.346938776,0.114285714,0.142857143,0.3,-0.37593985,0.431372549,0.051903114,0.064516129,0,-1,-0.102941176,0,0,0.854667864,-0.458494209,-1,0.565008026,-0.133333333,-0.5,0.277777778,0.05
0.143925234,0.759191176,0.06,0.145194274,0.063583815,-0.252503577,-0.253731343,-0.052938062,-0.812400636,0.17768595,0.50862069,0.158536585,0.707317073,-0.324858757,0.364963504,0.337398374,-0.292497626,-0.634234234,0.575,0.30787037,0.133980436,0.272476074,0,0,-0.362206298,-0.119584775,-0.461420933,-0.348198971,-0.380073801,0.61
0.039497307,0.160690571,0.571428571,0.259541985,0.459649123,0.323336457,0.945945946,0.339805825,0.921052632,-0.262032086,0.27972028,-0.53968254,-0.21761658,0.318965517,0.75257732,-0.036866359,-0.024390244,-0.363970588,0.018867925,0,0.154864552,-0.014387157,-0.290700243,0.18992248,-0.664670658,-0.292898793,-0.217755444,-0.155367231,-0.585895118,-0.02
-0.554216867,-0.552845528,-0.034482759,-0.4,-0.88,0.481481481,0.607142857,-0.071428571,0.317073171,0.166666667,0.611111111,0.05,0.80952381,0.056074766,-0.043478261,0.317460317,0,0,0.057142858,0.749999998,0.222222222,0.051948052,0.243093922,0.761904763,0.181208054,-0.117391304,0.077601411,0.75048733,0.182421227,0.24
-0.166123779,0.270693512,0.08974359,0.108187135,-0.252525253,0.068412614,-0.220338983,0.153846154,-0.204690832,0.573604061,0.447154472,0.082474227,0.05982906,0.215077605,0.292775665,0.130395683,-0.608938547,-0.231884058,0.426666666,0.814814816,0.223617853,0.232273778,0.523762047,0.705047977,-0.334935897,-0.257742784,-0.318164881,-0.632893071,-0.630173601,0.7
-0.225092251,0.124277457,0.804597701,-0.135770235,-0.110497238,-0.276859504,0,0.121621622,-1,0.036036036,0.550561798,-0.13,0.9125,0.09602649,-0.306666667,0.638190955,-0.018416206,-0.064724919,0.186567164,-0.1,-0.079838692,-0.113899233,0.8409228,-0.346153845,0.146259032,-0.17895272,-0.063492064,-0.151761518,-0.142857142,0.02
0.008298755,0.130434783,-0.220588235,-0.658536585,0.077844311,-0.218658892,0.50617284,0.025641026,-0.166666667,0.047619048,0.25,-0.609756098,-0.38,-0.482315113,0.80952381,-0.066326531,0.013944223,-0.146853147,0.117647059,0,0.432098795,0.532994889,-0.282352941,-0.950787401,-0.271915584,-0.262907824,-0.166666667,-0.235294118,0,-0.35
0.017110266,0.031531532,0.175182482,-0.111594203,1,-0.398700771,-0.601156069,0.257575758,-0.784351145,-0.614349776,-0.167597765,-1,-1,-0.559118236,-0.584795322,0.17251462,0.110397036,-0.103756563,-1,-0.874443336,0.28181819,0.248397408,-0.164765257,-0.051604976,-0.597333333,-0.317355371,-0.431506849,0.011627907,-0.233067729,0.66
-0.368421053,-0.123595506,-0.085714286,-0.34375,0.236842105,-0.104529617,0.086956522,0.733333333,-0.928571429,-1,-0.242424242,-0.545454545,-0.839285714,0.258928571,0.142857143,-0.137931034,-0.058823529,-0.2,-0.35,-0.1,0.5,0.142857158,-0.260869565,0.058823529,-0.297297298,-0.267605634,-0.3,-0.571428571,0,0.62
0.14368932,0.557228916,-0.064814815,0.224913495,0.906779661,0.163507109,0.088888889,0.211764706,-0.22826087,0.360248447,0.307692308,-0.238636364,-0.25,0.299516908,0.263157895,0.169435216,0,0.12,-0.064516128,-0.238095238,-0.170523378,-0.325412445,-1,-0.945945946,-0.286764706,-0.849025976,-0.392982456,-0.694915254,-0.907407409,-0.21
0.52173913,-0.230263158,0.52173913,-0.061728395,-0.775862069,0.265432099,-0.428571429,-0.357142857,0.102941176,0.243243243,-0.807692308,0,-0.135135135,-0.514285714,0.40625,0.174418605,0.5,0.166666667,0.395833333,0.125,0.444444467,1,0.328053931,0.398420479,0.375,0.319905214,-0.111111111,0.034482759,-0.5,0.28
-0.344444444,0.496332518,0.413043478,0.097883598,0.670967742,0.248581158,0.417808219,0.313953488,-0.185185185,0.710982659,-0.08,0.271604938,0.201680672,-0.388888889,0.178294574,0.090909091,-0.221402214,-0.167597765,0,-0.08433735,0.383625739,0.258790413,-0.055180497,-0.033816426,-0.1875,-0.011759172,-0.409090909,-0.575174825,-0.5,0.59
-0.112623182,0.702486679,0.787313433,0.556714472,0.111386139,0.531610775,0.822033898,0.389261745,-0.182022472,0.25,0.45049505,-0.090909091,0.653710247,0.390243902,0.548638132,-0.17896679,0.034883721,0.132575758,-0.270929806,0.051388267,-0.116362227,-0.432132809,0.681972788,-0.160493828,0.136222911,-0.308108109,-0.261876055,-0.290257687,-0.069230769,-0.35
0.027950311,0.509803922,1,0.177777778,-0.222222222,0.237068966,0.633333333,-0.44,-0.276315789,0.518518519,0,0.695652174,0.076923077,0.225,0.676056338,0.40625,0.005714286,-0.351724138,0.172727273,-0.027548209,0.036734709,0.030181099,0.143555711,0.038461538,-0.174208898,-0.290649394,-0.35,-0.202380952,-0.5,0.15
0.5625,-0.15942029,-0.967741935,0.176470588,0,0.197916667,0.588235294,0,0.433333333,-0.666666667,-0.2,0.538461538,0.074074074,0.9,-1,1,0,-0.4,-0.823529412,-0.333333333,0.333333333,0.739130435,-0.548387097,-1,-0.711111111,-0.444444445,-0.363636364,-0.365853659,-0.25,0.6
-0.200845666,-0.166666667,0.783018868,-0.160305344,-0.110803324,0.241525424,0.674418605,-0.008928571,-0.504424779,0.590909091,0.306122449,-0.173553719,-0.448051948,0.223809524,0.098901099,0.261484099,-0.816666667,-0.078947369,0.010242086,-0.079022989,0.043438482,-0.003413037,-0.54396728,-0.583333334,-0.512872084,-0.419004378,-0.43902439,-0.617977528,0,0.31
0.194711538,-0.097465887,0.707317073,-0.364431487,0.118881119,-0.146025878,0.210526316,1,-0.017241379,-0.098039216,-0.223404255,-0.037037037,-0.626865672,-0.125,0.171717172,0.252475248,-0.239639639,-0.153846154,0.032258065,0.5,0.615384615,0.641666703,0.336982968,0.227272727,-0.972162741,-1,-0.1,-0.092592593,0,-0.34
-0.09375,-0.541436464,-0.423076923,-0.181467181,-0.49,0.0546875,0.226415094,0.068965517,-0.275229358,0.366197183,0.28125,0.25,0.268292683,0.579617834,0.487804878,-0.196141479,-0.060606061,-0.021582734,0,0,0,0.098913045,-0.365384615,-0.357142858,-0.681818182,-0.314079423,-0.453938585,-0.837636259,-0.159663865,0.39
-0.763033175,-0.861985472,1,-0.343396226,1,0.027681661,0.107526882,0.458823529,0.039370079,0.244565217,0.621212121,-1,-0.606060606,-0.125461255,-0.173228346,0.710784314,-0.090909091,-0.12,-0.125,0.041666667,0.468364174,0.637044214,0.580222315,0.505170316,-0.177288529,-0.54657873,0.581005587,0.117496807,-0.533333333,0.08
-0.810810811,0.226190476,0.586206897,0.127272727,-0.392857143,0.822916667,0.25,-0.130434783,-0.694444444,-0.590909091,0.333333333,0.294117647,0.5,-0.230769231,0.928571429,-0.152542373,0.261904762,0.333333334,0,0.009259259,-0.3630952,-0.185410336,0.903870162,0.794520548,0.628509719,0.727420667,-0.173913044,-0.099537037,-0.066666667,0.29
