Alzheimer,Cancer,Chronic liver-cirrhosis,CLRD,Diabetes,Heart,Hypertension,Homicide,Influenza-pneumonia,Kidney,Parkinson,Pneumonitis,Septicemia,Stroke,Suicide,Unintentional,CO 2nd Max 1-hr,CO 2nd Max 8-hr,NO2 98th Percentile 1-hr,NO2 Mean 1-hr,Ozone 2nd Max 1-hr,Ozone 4th Max 8-hr,PM10 2nd Max 24-hr,PM10_Mean_24-hr,PM2.5 98th Percentile 24-hr,PM2.5 Weighted Mean 24-hr,SO2 2nd Max 24-hr,SO2 99th Percentile 1-hr,SO2 Mean 1-hr,Precipitation
-0.223127036,-0.615212528,1,-0.092105263,-0.277777778,0.241582042,0.423728814,0.175824176,0.381663113,-0.360406091,0.487804878,-0.484536082,0.534188034,-0.2172949,-0.060836502,0.069244604,-0.061452514,-0.188405797,0.106666666,-0.592592593,-0.767801853,-0.988917333,-0.912025828,-0.536980751,0.003846154,-0.116535431,-0.448428039,-1,-0.417993938,-0.17
0.280442804,-0.002890173,-0.172413793,0.248041775,0.375690608,0.720385675,0.265306122,-0.162162162,0.64137931,0.468468468,0.280898876,0.06,-0.075,-0.043046358,-0.066666667,0.432160804,-0.046040515,0,-1,-0.36,-0.714112908,-0.66441231,-0.98552473,-1,0.002782101,-0.226487036,-0.40952381,-0.430352303,-1,-0.41
-0.058091286,-0.143478261,0.25,0.695121951,-0.101796407,1,0.320987654,-0.512820513,1,0.083333333,0.583333333,0.414634146,0.98,0.038585209,-0.30952381,0.234693878,-0.125498008,-0.146853147,-0.176470588,0.25,-0.864197513,-0.627749547,0.368627451,0.525590551,1,0.967690846,0.166666667,0,0,0.65
-0.44486692,-0.894144144,0.182481752,0.24057971,0.252747253,0.274868047,0.687861272,-0.96969697,1,0.139013453,0.184357542,0.563157895,0.687242798,0.116232465,0.824561404,0.036549708,-0.394669401,0,-0.142914654,-0.554935194,-0.702852874,-0.673973824,0.085499809,0.006450622,0.462222222,-0.065454545,-0.431506849,-0.934108527,-0.419521912,0.06
0.824561404,1,-0.428571429,-0.4375,0.789473684,0.013937282,0.52173913,0.066666667,0.485714286,0.358974359,0.454545455,-0.181818182,-0.303571429,-0.321428571,0.964285714,0.103448276,0.098039216,0.2,0.15,0,-0.16666665,-0.089285731,0.260869565,0.058823529,0.081081081,-0.23943662,-0.3,-0.285714286,0,-0.08
-0.021359223,0.051204819,1,1,0.36440678,0.672985782,0.311111111,-0.647058824,0.114130435,0.055900621,0.403846154,0.409090909,-0.196428571,0.768115942,0.403508772,-0.162790698,-0.227272727,-0.36,-0.258064515,-0.119047619,-0.523897054,-0.473069085,-0.649350649,-0.63063063,-0.413602941,-0.343344156,-0.210526316,0.028248587,0,-0.47
-0.608695652,-0.348684211,0.347826087,-0.802469136,0.327586207,-0.234567901,-0.095238095,0,-0.014705882,0.162162162,1,-0.45,0.243243243,0.142857143,0.1875,-0.011627907,-0.5,-0.5,-0.260416667,-0.166666667,-0.333333333,-0.59183667,-0.263807668,-0.167755991,0,-0.004443128,0,-0.017241379,0.25,-0.39
0.226666667,0.459657702,0.586956522,0.552910053,-0.161290323,0.396140749,0.109589041,-0.76744186,0.530864198,0.780346821,-0.16,0.160493827,1,0.146825397,0.403100775,0.087662338,0.254612546,0.016759777,0.194968553,-0.337349398,-1,-1,-0.131136561,-0.624568667,-0.140625,0.574317968,-0.423701299,-1,-1,-0.62
0.055373064,0.239786856,0.417910448,0.359843546,0.339108911,0.627817482,1,0.201342282,0.820224719,0.384765625,0.608910891,0.27972028,0.971731449,-0.035772358,0.085603113,0.151291513,0.0125969,-0.195707071,-0.254026449,-0.427093595,-0.650023803,-0.627365794,-0.439084724,0.303270803,0.18290069,-0.443243242,-0.006820765,0.047418335,-0.187912088,-0.07
0.00310559,0.37254902,-0.40625,0.611111111,0.411111111,1,0.033333333,0.28,1,0.518518519,-0.142857143,0.956521739,0.192307692,0.225,0.408450704,0.0625,0.233571429,0.636206897,1,0.495867769,0.293877572,0.362173024,0.096053091,0.058760684,0.700499643,0.751038034,0.116666667,0.218253968,0.333333333,-0.09
-0.3125,-0.050724638,1,-0.129411765,-0.878787879,0.145833333,1,0.588235294,-0.133333333,0.272727273,0.733333333,0.153846154,0.592592593,-0.35,0.757575758,0.59375,0.333333333,-0.3,-0.058823529,0,-0.333333333,-0.434782609,0.741935484,0.833333333,-0.222222223,-0.38647343,0.045454545,-0.12195122,-0.25,-0.16
-0.147991543,0.243902439,0.198113208,0.423664122,0.063711911,0.586864407,-0.186046512,-0.017857143,0.597345133,0.136363636,-0.265306122,-0.066115702,1,-0.50952381,0.098901099,0.240282686,0.283333334,-0.019736843,0.225325884,0.055076628,-0.890489215,-0.798663488,-0.353578732,-0.350000001,0.006838295,-0.283930598,0.407665505,0.142857142,0,-0.43
0.139423077,-0.046783626,0.861788618,-0.064139942,-0.237762238,0.303142329,0.01754386,-0.489361702,0.114942529,-0.205882353,0.127659574,0.388888889,0.567164179,0.394886364,-0.111111111,0.326732673,0.151351351,0.307692308,-0.103225806,0.083333333,-0.538461538,-0.497619076,1,0.090909091,0.656803582,0.755839022,-0.066666667,-0.185185185,0.05882353,0.65
-0.0625,0.187845304,0.730769231,0.254826255,1,-0.5390625,0.528301887,-1,0.513761468,-0.295774648,-0.71875,-0.333333333,0.097560976,-1,-0.073170732,0.077170418,0.024242424,0.043165468,0,0,-0.336842105,-0.62391305,-0.153846154,-0.285714285,0,-0.379061374,-0.128170895,-0.30292599,-0.268907563,-0.11
0.118483412,0.418886199,1,1,-0.043478261,0.138408304,0.161290323,-0.129411765,0.507874016,-0.168478261,0.575757576,0.694444444,0.681818182,0.05904059,1,0.705882353,0.054545455,-0.04,0.083333333,-0.083333333,-1,-0.905998018,0.129194631,-0.222141119,-0.631590383,-0.399422918,-0.882681564,-0.25798212,-0.4,-0.29
0.081081081,-0.107142857,-0.379310345,0.963636364,-0.285714286,-0.6875,0.125,-0.130434783,0.583333333,-0.727272727,-0.222222222,0,1,0.205128205,-1,0.288135593,-0.119047619,-0.4,0.093137255,0.222222222,-0.0714286,0.05015202,-1,-1,-1,-1,-0.02173913,-0.303240741,0.133333333,-0.2
